id,customer_id,id_type,id_category,id_number,id_serial_number,issuing_country_id,issuing_state,issuing_authority,issue_date,expiry_date,is_verified,verification_method,verified_by,verification_date,status,is_primary,is_suspected_fraud,fraud_notes,created_at,updated_at
CID-00000379,CUST-000190,National ID,government,NAT-498053684,SER-737188,1,SC,State DMV,2022-04-01,2029-03-17,True,document_scan,system_kyc,2025-02-11,active,True,False,No fraud indicators.,2025-02-07,2025-03-30
CID-00000380,CUST-000190,Passport,travel,PAS-720638174,SER-540927,1,SC,US Department of State,2018-06-28,2022-05-12,True,api_validation,system_kyc,2025-02-10,expired,False,False,No fraud indicators.,2025-02-07,2025-04-25
CID-00000381,CUST-000191,National ID,government,NAT-912459386,SER-434495,1,SC,State DMV,2013-03-31,2022-05-20,True,api_validation,system_kyc,2026-01-10,expired,True,False,No fraud indicators.,2026-01-07,2026-02-12
CID-00000382,CUST-000191,Passport,travel,PAS-297085053,SER-653015,1,SC,US Department of State,2021-11-22,2026-08-31,True,api_validation,system_kyc,2026-01-01,active,False,False,No fraud indicators.,2026-01-01,2026-05-01
CID-00000383,CUST-000192,National ID,government,NAT-814541715,SER-126509,1,GA,State DMV,2016-05-12,2024-01-06,True,api_validation,system_kyc,2025-09-04,expired,True,False,No fraud indicators.,2025-09-01,2025-09-06
CID-00000384,CUST-000192,Passport,travel,PAS-337259028,SER-206843,1,GA,US Department of State,2017-10-26,2021-05-18,True,document_scan,system_kyc,2025-09-02,expired,False,False,No fraud indicators.,2025-08-30,2025-10-20
CID-00000385,CUST-000193,National ID,government,NAT-691400648,SER-460258,1,GA,State DMV,2024-11-03,2031-11-04,True,document_scan,system_kyc,2026-08-22,active,True,False,No fraud indicators.,2026-08-18,2026-05-01
CID-00000386,CUST-000193,Passport,travel,PAS-370868631,SER-879289,1,GA,US Department of State,2012-01-12,2020-05-24,True,api_validation,system_kyc,2026-08-20,expired,False,False,No fraud indicators.,2026-08-17,2026-05-01
CID-00000387,CUST-000194,National ID,government,NAT-462555319,SER-154048,1,NC,State DMV,2014-10-31,2020-02-10,True,api_validation,system_kyc,2025-11-15,expired,True,False,No fraud indicators.,2025-11-15,2025-11-26
CID-00000388,CUST-000194,Passport,travel,PAS-808367833,SER-737479,1,NC,US Department of State,2019-12-16,2026-02-07,True,api_validation,system_kyc,2025-11-20,expired,False,False,No fraud indicators.,2025-11-17,2026-03-02
CID-00000389,CUST-000195,National ID,government,NAT-251640960,SER-455569,1,FL,State DMV,2014-07-02,2023-06-18,True,api_validation,system_kyc,2025-04-01,expired,True,False,No fraud indicators.,2025-03-30,2025-08-27
CID-00000390,CUST-000195,Passport,travel,PAS-895311776,SER-315975,1,FL,US Department of State,2023-09-22,2028-11-24,True,api_validation,system_kyc,2025-03-29,active,False,False,No fraud indicators.,2025-03-27,2025-08-30
CID-00000391,CUST-000196,National ID,government,NAT-145175384,SER-919148,1,SC,State DMV,2024-04-27,2029-04-07,True,document_scan,system_kyc,2026-09-25,active,True,False,No fraud indicators.,2026-09-23,2026-05-01
CID-00000392,CUST-000196,Passport,travel,PAS-852392299,SER-704291,1,SC,US Department of State,2012-11-16,2019-07-04,True,in_branch_review,system_kyc,2026-10-04,expired,False,False,No fraud indicators.,2026-10-01,2026-05-01
CID-00000393,CUST-000197,National ID,government,NAT-108905902,SER-971488,1,FL,State DMV,2022-11-12,2029-01-12,True,document_scan,system_kyc,2025-10-28,active,True,False,No fraud indicators.,2025-10-24,2026-01-09
CID-00000394,CUST-000197,Passport,travel,PAS-442575349,SER-138167,1,FL,US Department of State,2020-12-20,2028-09-29,True,in_branch_review,system_kyc,2025-11-02,active,False,False,No fraud indicators.,2025-10-30,2026-01-05
CID-00000395,CUST-000198,National ID,government,NAT-574417560,SER-820962,1,GA,State DMV,2012-08-30,2017-12-14,True,document_scan,system_kyc,2025-01-08,expired,True,False,No fraud indicators.,2025-01-08,2025-05-16
CID-00000396,CUST-000198,Passport,travel,PAS-679231449,SER-238173,1,GA,US Department of State,2025-09-19,2032-06-07,True,document_scan,system_kyc,2025-01-09,active,False,False,No fraud indicators.,2025-01-08,2025-03-15
CID-00000397,CUST-000199,National ID,government,NAT-210845753,SER-652066,1,FL,State DMV,2014-06-30,2019-05-22,True,document_scan,system_kyc,2025-07-22,expired,True,False,No fraud indicators.,2025-07-18,2026-02-07
CID-00000398,CUST-000199,Passport,travel,PAS-329772427,SER-979542,1,FL,US Department of State,2016-09-13,2023-11-23,True,api_validation,system_kyc,2025-07-30,expired,False,False,No fraud indicators.,2025-07-27,2026-01-17
CID-00000399,CUST-000200,National ID,government,NAT-565620776,SER-133951,1,GA,State DMV,2020-04-17,2028-04-07,True,document_scan,system_kyc,2026-07-09,active,True,False,No fraud indicators.,2026-07-07,2026-05-01
CID-00000400,CUST-000200,Passport,travel,PAS-809239010,SER-831470,1,GA,US Department of State,2012-08-20,2018-08-28,True,in_branch_review,system_kyc,2026-07-01,expired,False,False,No fraud indicators.,2026-06-29,2026-05-01
CID-00000401,CUST-000201,National ID,government,NAT-698753864,SER-372385,1,SC,State DMV,2020-06-28,2028-04-21,True,in_branch_review,system_kyc,2024-12-15,active,True,False,No fraud indicators.,2024-12-15,2025-03-24
CID-00000402,CUST-000201,Passport,travel,PAS-176709634,SER-574913,1,SC,US Department of State,2019-01-17,2026-11-30,False,document_scan,manual_queue,2024-12-21,active,False,False,No fraud indicators.,2024-12-18,2025-03-22
CID-00000403,CUST-000202,National ID,government,NAT-628828538,SER-390674,1,SC,State DMV,2021-04-07,2025-10-11,True,api_validation,system_kyc,2024-05-11,expired,True,False,No fraud indicators.,2024-05-07,2024-05-29
CID-00000404,CUST-000202,Passport,travel,PAS-872237199,SER-167337,1,SC,US Department of State,2014-12-07,2019-03-15,True,in_branch_review,system_kyc,2024-05-11,expired,False,False,No fraud indicators.,2024-05-08,2024-07-31
CID-00000405,CUST-000203,National ID,government,NAT-690959840,SER-517882,1,NC,State DMV,2012-11-19,2022-10-24,True,api_validation,system_kyc,2025-10-24,expired,True,False,No fraud indicators.,2025-10-22,2026-01-03
CID-00000406,CUST-000203,Passport,travel,PAS-505792126,SER-707169,1,NC,US Department of State,2018-04-18,2023-06-10,True,api_validation,system_kyc,2025-10-23,expired,False,False,No fraud indicators.,2025-10-23,2026-03-15
CID-00000407,CUST-000204,National ID,government,NAT-665499010,SER-278530,1,FL,State DMV,2017-11-12,2027-09-25,True,api_validation,system_kyc,2024-11-25,active,True,False,No fraud indicators.,2024-11-25,2024-12-29
CID-00000408,CUST-000204,Passport,travel,PAS-423035253,SER-603346,1,FL,US Department of State,2015-06-21,2022-09-25,True,document_scan,system_kyc,2024-12-02,expired,False,False,No fraud indicators.,2024-11-28,2025-06-16
CID-00000409,CUST-000205,National ID,government,NAT-762612936,SER-762486,1,FL,State DMV,2025-02-24,2034-11-29,True,api_validation,system_kyc,2026-05-24,active,True,False,No fraud indicators.,2026-05-22,2026-05-01
CID-00000410,CUST-000205,Passport,travel,PAS-835681868,SER-430440,1,FL,US Department of State,2023-02-04,2026-03-04,True,document_scan,system_kyc,2026-05-25,expired,False,False,No fraud indicators.,2026-05-23,2026-05-01
CID-00000411,CUST-000206,National ID,government,NAT-649767224,SER-878878,1,NC,State DMV,2016-04-17,2021-10-21,True,in_branch_review,system_kyc,2024-05-14,expired,True,False,No fraud indicators.,2024-05-14,2024-06-18
CID-00000412,CUST-000206,Passport,travel,PAS-785435507,SER-851323,1,NC,US Department of State,2012-03-28,2022-02-07,True,in_branch_review,system_kyc,2024-05-13,expired,False,False,No fraud indicators.,2024-05-10,2024-06-24
CID-00000413,CUST-000207,National ID,government,NAT-854459430,SER-718721,1,SC,State DMV,2013-09-14,2021-09-07,True,api_validation,system_kyc,2024-10-23,expired,True,False,No fraud indicators.,2024-10-19,2024-11-02
CID-00000414,CUST-000207,Passport,travel,PAS-385506012,SER-489879,1,SC,US Department of State,2024-12-13,2029-01-31,True,api_validation,system_kyc,2024-10-16,active,False,False,No fraud indicators.,2024-10-16,2025-02-17
CID-00000415,CUST-000208,National ID,government,NAT-230560430,SER-297899,1,GA,State DMV,2024-03-10,2031-09-06,True,api_validation,system_kyc,2024-07-27,active,True,False,No fraud indicators.,2024-07-26,2025-01-02
CID-00000416,CUST-000208,Passport,travel,PAS-638470685,SER-702317,1,GA,US Department of State,2012-06-18,2017-06-17,True,document_scan,system_kyc,2024-08-01,expired,False,False,No fraud indicators.,2024-07-31,2024-12-23
CID-00000417,CUST-000209,National ID,government,NAT-994133128,SER-998802,1,GA,State DMV,2023-10-05,2029-10-22,True,document_scan,system_kyc,2025-12-09,active,True,False,No fraud indicators.,2025-12-05,2026-01-02
CID-00000418,CUST-000209,Passport,travel,PAS-811387860,SER-270661,1,GA,US Department of State,2015-04-13,2020-09-21,True,in_branch_review,system_kyc,2025-12-11,expired,False,False,No fraud indicators.,2025-12-08,2026-03-24
CID-00000419,CUST-000210,National ID,government,NAT-202292276,SER-112666,1,GA,State DMV,2013-08-22,2016-09-29,True,document_scan,system_kyc,2024-09-26,expired,True,False,No fraud indicators.,2024-09-22,2025-03-23
CID-00000420,CUST-000210,Passport,travel,PAS-957270348,SER-379180,1,GA,US Department of State,2012-11-02,2019-01-20,True,document_scan,system_kyc,2024-09-18,expired,False,False,No fraud indicators.,2024-09-16,2024-12-29
CID-00000421,CUST-000211,National ID,government,NAT-877815147,SER-373750,1,GA,State DMV,2024-04-15,2031-04-27,True,api_validation,system_kyc,2026-09-17,active,True,False,No fraud indicators.,2026-09-15,2026-05-01
CID-00000422,CUST-000211,Passport,travel,PAS-302821090,SER-879056,1,GA,US Department of State,2019-11-06,2029-05-21,True,in_branch_review,system_kyc,2026-09-14,active,False,False,No fraud indicators.,2026-09-10,2026-05-01
CID-00000423,CUST-000212,National ID,government,NAT-753453251,SER-372113,1,GA,State DMV,2012-11-22,2021-03-31,True,document_scan,system_kyc,2024-01-31,expired,True,False,No fraud indicators.,2024-01-28,2024-02-20
CID-00000424,CUST-000212,Passport,travel,PAS-515609922,SER-229051,1,GA,US Department of State,2024-03-21,2032-08-31,True,in_branch_review,system_kyc,2024-02-03,active,False,False,No fraud indicators.,2024-01-30,2024-08-01
CID-00000425,CUST-000213,National ID,government,NAT-279293351,SER-652556,1,FL,State DMV,2021-06-28,2031-04-13,True,document_scan,system_kyc,2025-09-07,active,True,False,No fraud indicators.,2025-09-04,2025-09-12
CID-00000426,CUST-000213,Passport,travel,PAS-261410654,SER-884498,1,FL,US Department of State,2023-04-15,2028-08-12,True,in_branch_review,system_kyc,2025-09-14,active,False,False,No fraud indicators.,2025-09-10,2026-02-10
CID-00000427,CUST-000214,National ID,government,NAT-578032870,SER-972512,1,FL,State DMV,2015-12-15,2025-05-13,True,api_validation,system_kyc,2026-05-17,expired,True,False,No fraud indicators.,2026-05-14,2026-05-01
CID-00000428,CUST-000214,Passport,travel,PAS-750587098,SER-890270,1,FL,US Department of State,2024-11-23,2028-02-17,True,in_branch_review,system_kyc,2026-05-16,active,False,False,No fraud indicators.,2026-05-15,2026-05-01
CID-00000429,CUST-000215,National ID,government,NAT-954434261,SER-140750,1,GA,State DMV,2012-02-26,2016-04-18,True,in_branch_review,system_kyc,2025-05-13,expired,True,False,No fraud indicators.,2025-05-10,2025-06-08
CID-00000430,CUST-000215,Passport,travel,PAS-706441759,SER-343359,1,GA,US Department of State,2016-08-20,2024-11-04,True,document_scan,system_kyc,2025-05-13,expired,False,False,No fraud indicators.,2025-05-13,2025-10-24
CID-00000431,CUST-000216,National ID,government,NAT-230576043,SER-556541,1,FL,State DMV,2012-08-18,2020-11-05,True,api_validation,system_kyc,2024-09-09,expired,True,False,No fraud indicators.,2024-09-07,2025-02-28
CID-00000432,CUST-000216,Passport,travel,PAS-439309389,SER-518426,1,FL,US Department of State,2022-11-13,2027-12-18,True,in_branch_review,system_kyc,2024-09-08,active,False,False,No fraud indicators.,2024-09-07,2025-02-20
CID-00000433,CUST-000217,National ID,government,NAT-689670535,SER-891863,1,SC,State DMV,2025-08-12,2034-09-25,True,in_branch_review,system_kyc,2026-05-05,active,True,False,No fraud indicators.,2026-05-04,2026-05-01
CID-00000434,CUST-000217,Passport,travel,PAS-153762661,SER-480522,1,SC,US Department of State,2025-03-02,2031-09-29,True,api_validation,system_kyc,2026-05-04,active,False,False,No fraud indicators.,2026-05-04,2026-05-01
CID-00000435,CUST-000218,National ID,government,NAT-914939786,SER-823209,1,FL,State DMV,2016-12-20,2026-02-24,True,api_validation,system_kyc,2026-02-12,expired,True,False,No fraud indicators.,2026-02-11,2026-05-01
CID-00000436,CUST-000218,Passport,travel,PAS-939127219,SER-737669,1,FL,US Department of State,2012-06-22,2022-03-11,True,in_branch_review,system_kyc,2026-02-11,expired,False,False,No fraud indicators.,2026-02-10,2026-05-01
CID-00000437,CUST-000219,National ID,government,NAT-425210603,SER-323481,1,GA,State DMV,2018-02-20,2021-02-19,True,document_scan,system_kyc,2025-04-08,expired,True,False,No fraud indicators.,2025-04-05,2025-06-02
CID-00000438,CUST-000219,Passport,travel,PAS-761178331,SER-833512,1,GA,US Department of State,2025-01-10,2034-01-09,True,in_branch_review,system_kyc,2025-04-05,active,False,False,No fraud indicators.,2025-04-03,2025-09-02
CID-00000439,CUST-000220,National ID,government,NAT-480426157,SER-602169,1,GA,State DMV,2013-01-04,2016-08-28,True,document_scan,system_kyc,2024-10-23,expired,True,False,No fraud indicators.,2024-10-21,2024-11-06
CID-00000440,CUST-000220,Passport,travel,PAS-696678641,SER-684777,1,GA,US Department of State,2022-09-24,2026-09-01,True,api_validation,system_kyc,2024-10-26,active,False,False,No fraud indicators.,2024-10-24,2025-02-03
CID-00000441,CUST-000221,National ID,government,NAT-139006416,SER-709180,1,SC,State DMV,2018-07-18,2024-10-11,True,in_branch_review,system_kyc,2025-02-16,expired,True,False,No fraud indicators.,2025-02-16,2025-05-06
CID-00000442,CUST-000221,Passport,travel,PAS-336167589,SER-105083,1,SC,US Department of State,2015-07-24,2019-11-17,True,api_validation,system_kyc,2025-02-17,expired,False,False,No fraud indicators.,2025-02-15,2025-08-20
CID-00000443,CUST-000222,National ID,government,NAT-110898359,SER-275600,1,SC,State DMV,2019-12-10,2025-05-14,True,document_scan,system_kyc,2026-05-18,expired,True,False,No fraud indicators.,2026-05-14,2026-05-01
CID-00000444,CUST-000222,Passport,travel,PAS-419914641,SER-849356,1,SC,US Department of State,2017-06-21,2023-08-17,True,document_scan,system_kyc,2026-05-17,expired,False,False,No fraud indicators.,2026-05-16,2026-05-01
CID-00000445,CUST-000223,National ID,government,NAT-788902283,SER-825275,1,NC,State DMV,2018-07-18,2025-08-16,True,api_validation,system_kyc,2024-12-06,expired,True,False,No fraud indicators.,2024-12-05,2025-03-23
CID-00000446,CUST-000223,Passport,travel,PAS-608638848,SER-691352,1,NC,US Department of State,2012-08-09,2016-04-16,True,api_validation,system_kyc,2024-12-14,expired,False,False,No fraud indicators.,2024-12-11,2025-03-17
CID-00000447,CUST-000224,National ID,government,NAT-395235533,SER-996313,1,NC,State DMV,2012-09-17,2017-05-03,True,in_branch_review,system_kyc,2024-05-19,expired,True,False,No fraud indicators.,2024-05-18,2024-09-27
CID-00000448,CUST-000224,Passport,travel,PAS-654212628,SER-675139,1,NC,US Department of State,2013-05-29,2016-09-30,True,document_scan,system_kyc,2024-05-27,expired,False,False,No fraud indicators.,2024-05-26,2024-08-11
CID-00000449,CUST-000225,National ID,government,NAT-861529345,SER-637815,1,NC,State DMV,2012-08-03,2016-10-04,True,document_scan,system_kyc,2025-02-06,expired,True,False,No fraud indicators.,2025-02-04,2025-04-03
CID-00000450,CUST-000225,Passport,travel,PAS-790386272,SER-653199,1,NC,US Department of State,2022-06-07,2031-08-20,True,document_scan,system_kyc,2025-02-04,active,False,False,No fraud indicators.,2025-02-01,2025-06-16
CID-00000451,CUST-000226,National ID,government,NAT-254541844,SER-377698,1,FL,State DMV,2014-07-07,2022-12-16,True,api_validation,system_kyc,2024-06-08,expired,True,False,No fraud indicators.,2024-06-05,2024-08-15
CID-00000452,CUST-000226,Passport,travel,PAS-564448084,SER-588134,1,FL,US Department of State,2013-08-09,2020-08-22,True,document_scan,system_kyc,2024-06-04,expired,False,False,No fraud indicators.,2024-06-04,2024-11-04
CID-00000453,CUST-000227,National ID,government,NAT-290637787,SER-476262,1,FL,State DMV,2015-10-15,2023-09-22,True,document_scan,system_kyc,2026-08-01,expired,True,False,No fraud indicators.,2026-07-30,2026-05-01
CID-00000454,CUST-000227,Passport,travel,PAS-339518165,SER-109431,1,FL,US Department of State,2021-10-02,2026-08-31,True,document_scan,system_kyc,2026-08-06,active,False,False,No fraud indicators.,2026-08-03,2026-05-01
CID-00000455,CUST-000228,National ID,government,NAT-118826226,SER-605712,1,FL,State DMV,2022-09-28,2029-10-18,True,document_scan,system_kyc,2024-05-21,active,True,False,No fraud indicators.,2024-05-18,2024-08-18
CID-00000456,CUST-000228,Passport,travel,PAS-681696442,SER-254356,1,FL,US Department of State,2023-07-29,2029-12-27,True,in_branch_review,system_kyc,2024-05-27,active,False,False,No fraud indicators.,2024-05-26,2024-09-05
CID-00000457,CUST-000229,National ID,government,NAT-891825683,SER-136245,1,SC,State DMV,2023-12-15,2033-03-23,True,document_scan,system_kyc,2026-06-11,active,True,False,No fraud indicators.,2026-06-11,2026-05-01
CID-00000458,CUST-000229,Passport,travel,PAS-908585391,SER-413241,1,SC,US Department of State,2020-04-25,2027-07-29,True,api_validation,system_kyc,2026-06-16,active,False,False,No fraud indicators.,2026-06-15,2026-05-01
CID-00000459,CUST-000230,National ID,government,NAT-706792734,SER-332974,1,GA,State DMV,2020-12-07,2028-12-02,True,in_branch_review,system_kyc,2026-04-24,active,True,False,No fraud indicators.,2026-04-21,2026-05-01
CID-00000460,CUST-000230,Passport,travel,PAS-711278409,SER-798472,1,GA,US Department of State,2017-05-29,2021-05-11,True,document_scan,system_kyc,2026-04-22,expired,False,False,No fraud indicators.,2026-04-21,2026-05-01
CID-00000461,CUST-000231,National ID,government,NAT-254998165,SER-444963,1,GA,State DMV,2015-01-17,2020-12-04,True,document_scan,system_kyc,2025-07-19,expired,True,False,No fraud indicators.,2025-07-16,2026-01-27
CID-00000462,CUST-000231,Passport,travel,PAS-579679327,SER-511906,1,GA,US Department of State,2014-11-23,2018-01-18,True,in_branch_review,system_kyc,2025-07-13,expired,False,False,No fraud indicators.,2025-07-09,2025-12-25
CID-00000463,CUST-000232,National ID,government,NAT-649229098,SER-911914,1,SC,State DMV,2017-07-11,2023-08-14,True,in_branch_review,system_kyc,2025-11-21,expired,True,False,No fraud indicators.,2025-11-21,2026-02-25
CID-00000464,CUST-000232,Passport,travel,PAS-257290367,SER-924800,1,SC,US Department of State,2011-09-28,2015-04-24,True,document_scan,system_kyc,2025-11-25,expired,False,False,No fraud indicators.,2025-11-24,2025-12-10
CID-00000465,CUST-000233,National ID,government,NAT-506412318,SER-538087,1,NC,State DMV,2021-01-07,2029-07-09,True,in_branch_review,system_kyc,2026-10-01,active,True,False,No fraud indicators.,2026-10-01,2026-05-01
CID-00000466,CUST-000233,Passport,travel,PAS-145572307,SER-390954,1,NC,US Department of State,2023-06-15,2027-02-14,True,api_validation,system_kyc,2026-10-06,active,False,False,No fraud indicators.,2026-10-04,2026-05-01
CID-00000467,CUST-000234,National ID,government,NAT-705293190,SER-355049,1,NC,State DMV,2022-03-04,2025-09-19,True,document_scan,system_kyc,2024-04-12,expired,True,False,No fraud indicators.,2024-04-08,2024-07-24
CID-00000468,CUST-000234,Passport,travel,PAS-166110245,SER-756679,1,NC,US Department of State,2014-11-04,2020-10-05,True,api_validation,system_kyc,2024-04-08,expired,False,False,No fraud indicators.,2024-04-06,2024-06-22
CID-00000469,CUST-000235,National ID,government,NAT-740559813,SER-636417,1,SC,State DMV,2022-11-12,2026-11-27,True,in_branch_review,system_kyc,2024-11-21,active,True,False,No fraud indicators.,2024-11-18,2025-01-05
CID-00000470,CUST-000235,Passport,travel,PAS-609376523,SER-298541,1,SC,US Department of State,2023-07-01,2032-05-18,True,api_validation,system_kyc,2024-11-26,active,False,False,No fraud indicators.,2024-11-23,2025-02-13
CID-00000471,CUST-000236,National ID,government,NAT-677810749,SER-825989,1,NC,State DMV,2017-12-21,2025-03-14,True,api_validation,system_kyc,2024-02-27,expired,True,False,No fraud indicators.,2024-02-24,2024-09-15
CID-00000472,CUST-000236,Passport,travel,PAS-863230153,SER-690044,1,NC,US Department of State,2022-02-03,2030-11-11,True,api_validation,system_kyc,2024-02-29,active,False,False,No fraud indicators.,2024-02-29,2024-06-14
CID-00000473,CUST-000237,National ID,government,NAT-887483040,SER-238405,1,SC,State DMV,2011-08-01,2015-08-10,True,in_branch_review,system_kyc,2026-03-03,expired,True,False,No fraud indicators.,2026-03-03,2026-05-01
CID-00000474,CUST-000237,Passport,travel,PAS-192526518,SER-197699,1,SC,US Department of State,2026-02-14,2029-11-29,True,document_scan,system_kyc,2026-03-07,active,False,False,No fraud indicators.,2026-03-03,2026-05-01
CID-00000475,CUST-000238,National ID,government,NAT-958223150,SER-681318,1,FL,State DMV,2020-05-01,2028-12-21,True,in_branch_review,system_kyc,2025-03-04,active,True,False,No fraud indicators.,2025-03-03,2025-05-14
CID-00000476,CUST-000238,Passport,travel,PAS-916904602,SER-491948,1,FL,US Department of State,2016-04-05,2022-05-07,True,api_validation,system_kyc,2025-02-27,expired,False,False,No fraud indicators.,2025-02-26,2025-08-25
CID-00000477,CUST-000239,National ID,government,NAT-942118817,SER-869560,1,GA,State DMV,2024-08-30,2033-03-27,True,document_scan,system_kyc,2026-03-19,active,True,False,No fraud indicators.,2026-03-18,2026-05-01
CID-00000478,CUST-000239,Passport,travel,PAS-447261872,SER-328798,1,GA,US Department of State,2024-10-11,2034-06-02,True,api_validation,system_kyc,2026-03-25,active,False,False,No fraud indicators.,2026-03-22,2026-05-01
CID-00000479,CUST-000240,National ID,government,NAT-739414266,SER-260188,1,NC,State DMV,2018-04-17,2022-11-11,True,api_validation,system_kyc,2026-06-23,expired,True,False,No fraud indicators.,2026-06-21,2026-05-01
CID-00000480,CUST-000240,Passport,travel,PAS-680910372,SER-452492,1,NC,US Department of State,2014-07-16,2023-08-08,True,api_validation,system_kyc,2026-06-23,expired,False,False,No fraud indicators.,2026-06-23,2026-05-01
CID-00000481,CUST-000241,National ID,government,NAT-624226615,SER-250611,1,FL,State DMV,2023-04-09,2031-11-09,True,api_validation,system_kyc,2024-04-12,active,True,False,No fraud indicators.,2024-04-10,2024-04-28
CID-00000482,CUST-000241,Passport,travel,PAS-863446890,SER-288412,1,FL,US Department of State,2017-10-14,2021-06-09,True,api_validation,system_kyc,2024-04-17,expired,False,False,No fraud indicators.,2024-04-15,2024-11-16
CID-00000483,CUST-000242,National ID,government,NAT-426491830,SER-836713,1,SC,State DMV,2025-05-21,2032-01-01,True,api_validation,system_kyc,2024-03-15,active,True,False,No fraud indicators.,2024-03-15,2024-09-22
CID-00000484,CUST-000242,Passport,travel,PAS-824489592,SER-258817,1,SC,US Department of State,2024-06-15,2033-11-09,True,in_branch_review,system_kyc,2024-03-11,active,False,False,No fraud indicators.,2024-03-09,2024-08-08
CID-00000485,CUST-000243,National ID,government,NAT-968787854,SER-508172,1,NC,State DMV,2018-11-03,2023-04-05,True,in_branch_review,system_kyc,2025-03-20,expired,True,False,No fraud indicators.,2025-03-20,2025-07-03
CID-00000486,CUST-000243,Passport,travel,PAS-528829970,SER-662975,1,NC,US Department of State,2011-08-25,2020-11-10,True,document_scan,system_kyc,2025-03-24,expired,False,False,No fraud indicators.,2025-03-22,2025-04-27
CID-00000487,CUST-000244,National ID,government,NAT-592840721,SER-591933,1,SC,State DMV,2019-09-28,2027-06-23,True,api_validation,system_kyc,2025-10-24,active,True,False,No fraud indicators.,2025-10-23,2026-04-17
CID-00000488,CUST-000244,Passport,travel,PAS-459898781,SER-792452,1,SC,US Department of State,2016-03-10,2021-11-15,True,document_scan,system_kyc,2025-10-23,expired,False,False,No fraud indicators.,2025-10-23,2026-04-25
CID-00000489,CUST-000245,National ID,government,NAT-699813507,SER-815867,1,NC,State DMV,2014-01-28,2018-03-07,True,in_branch_review,system_kyc,2024-06-02,expired,True,False,No fraud indicators.,2024-06-01,2024-11-26
CID-00000490,CUST-000245,Passport,travel,PAS-134321168,SER-297714,1,NC,US Department of State,2019-11-22,2024-01-21,True,document_scan,system_kyc,2024-06-09,expired,False,False,No fraud indicators.,2024-06-05,2024-10-30
CID-00000491,CUST-000246,National ID,government,NAT-202051438,SER-686531,1,GA,State DMV,2020-10-09,2025-06-19,True,document_scan,system_kyc,2025-06-30,expired,True,False,No fraud indicators.,2025-06-28,2025-11-27
CID-00000492,CUST-000246,Passport,travel,PAS-811790817,SER-430454,1,GA,US Department of State,2018-03-17,2027-12-21,True,api_validation,system_kyc,2025-06-28,active,False,False,No fraud indicators.,2025-06-27,2025-12-27
CID-00000493,CUST-000247,National ID,government,NAT-750920299,SER-931513,1,SC,State DMV,2026-02-08,2033-05-20,True,api_validation,system_kyc,2025-02-09,active,True,False,No fraud indicators.,2025-02-09,2025-02-23
CID-00000494,CUST-000247,Passport,travel,PAS-348253945,SER-819058,1,SC,US Department of State,2017-12-03,2023-01-25,True,in_branch_review,system_kyc,2025-02-04,expired,False,False,No fraud indicators.,2025-02-04,2025-03-27
CID-00000495,CUST-000248,National ID,government,NAT-170271779,SER-478721,1,SC,State DMV,2018-08-31,2025-10-20,True,in_branch_review,system_kyc,2026-01-30,expired,True,False,No fraud indicators.,2026-01-30,2026-05-01
CID-00000496,CUST-000248,Passport,travel,PAS-308191198,SER-607946,1,SC,US Department of State,2023-01-23,2030-12-03,True,api_validation,system_kyc,2026-01-27,active,False,False,No fraud indicators.,2026-01-25,2026-05-01
CID-00000497,CUST-000249,National ID,government,NAT-658544493,SER-950380,1,GA,State DMV,2012-03-05,2020-01-14,True,in_branch_review,system_kyc,2026-01-27,expired,True,False,No fraud indicators.,2026-01-25,2026-05-01
CID-00000498,CUST-000249,Passport,travel,PAS-456014064,SER-965312,1,GA,US Department of State,2012-01-11,2016-07-31,True,in_branch_review,system_kyc,2026-01-31,expired,False,False,No fraud indicators.,2026-01-27,2026-03-04
CID-00000499,CUST-000250,National ID,government,NAT-935760171,SER-292896,1,SC,State DMV,2015-12-26,2022-05-28,True,in_branch_review,system_kyc,2024-08-21,expired,True,False,No fraud indicators.,2024-08-17,2024-09-24
CID-00000500,CUST-000250,Passport,travel,PAS-275746869,SER-232384,1,SC,US Department of State,2020-04-12,2028-10-30,True,api_validation,system_kyc,2024-08-18,active,False,False,No fraud indicators.,2024-08-15,2024-10-11
CID-00000501,CUST-000251,National ID,government,NAT-526008677,SER-275905,1,FL,State DMV,2013-02-06,2022-05-01,True,document_scan,system_kyc,2024-05-03,expired,True,False,No fraud indicators.,2024-05-01,2024-07-20
CID-00000502,CUST-000251,Passport,travel,PAS-769368821,SER-704143,1,FL,US Department of State,2014-03-27,2017-08-14,True,api_validation,system_kyc,2024-05-07,expired,False,False,No fraud indicators.,2024-05-05,2024-07-10
CID-00000503,CUST-000252,National ID,government,NAT-551178265,SER-138287,1,NC,State DMV,2017-01-11,2023-05-31,True,document_scan,system_kyc,2024-07-04,expired,True,False,No fraud indicators.,2024-07-03,2025-01-26
CID-00000504,CUST-000252,Passport,travel,PAS-933464158,SER-640346,1,NC,US Department of State,2019-09-22,2024-02-29,True,in_branch_review,system_kyc,2024-06-30,expired,False,False,No fraud indicators.,2024-06-27,2024-11-22
CID-00000505,CUST-000253,National ID,government,NAT-935389934,SER-258614,1,GA,State DMV,2025-12-02,2032-11-15,True,document_scan,system_kyc,2026-09-26,active,True,False,No fraud indicators.,2026-09-25,2026-05-01
